NEIGHBORHOODA1:S23316,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,ADDRESS,"APART
MENT
NUMBER",ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE DATE,"SALE
PRICE",YEAR BUILT
OCEAN PARKWAY-NORTH      ,02  TWO FAMILY HOMES                        ,1,5428,70,B3, 811 FOSTER AVENUE                         ,            ,11230,2,0,2,"2,003","1,470",1, B3 ,10/10/2012,$0 ,1920
OCEAN PARKWAY-NORTH      ,02  TWO FAMILY HOMES                        ,1,6496,21,B3, 748 EAST 9TH   STREET                     ,            ,11230,2,0,2,"2,150","2,024",1, B3 ,3/7/2013,"$570,000 ",1925
OCEAN PARKWAY-NORTH      ,02  TWO FAMILY HOMES                        ,1,6496,65,B3, 773 EAST 8TH STREET                       ,            ,11230,2,0,2,"2,500","1,680",1, B3 ,3/7/2013,"$550,000 ",1925
OCEAN PARKWAY-NORTH      ,02  TWO FAMILY HOMES                        ,1,6501,12,B3, 328 FOSTER AVENUE                         ,            ,11230,2,0,2,"2,000","1,952",1, B3 ,7/25/2013,"$1,100,000 ",1920
OCEAN PARKWAY-NORTH      ,02  TWO FAMILY HOMES                        ,1,6504,22,B1, 984 EAST 2ND   STREET                     ,            ,11230,2,0,2,"1,812","2,160",1, B1 ,1/23/2013,$0 ,1930
OCEAN PARKWAY-NORTH      ,02  TWO FAMILY HOMES                        ,1,6506,28,B3, 1011 EAST 3RD   STREET                    ,            ,11230,2,0,2,"3,500","2,120",1, B3 ,2/22/2013,"$750,000 ",1920
OCEAN PARKWAY-NORTH      ,02  TWO FAMILY HOMES                        ,1,6513,52,B2, 877 EAST 10TH   STREET                    ,            ,11230,2,0,2,"4,000","2,724",1, B2 ,12/28/2012,"$800,000 ",1925
OCEAN PARKWAY-NORTH      ,02  TWO FAMILY HOMES                        ,1,6514,55,S2, 105-20 AVENUE J                           ,            ,11230,2,1,3,"1,800","2,400",1, S2 ,10/23/2012,"$455,000 ",1931
OCEAN PARKWAY-NORTH      ,02  TWO FAMILY HOMES                        ,1,6515,82,B3, 1009 EAST 2ND STREET                      ,            ,11230,2,0,2,"2,100","1,838",1, B3 ,10/22/2012,"$380,000 ",1925
OCEAN PARKWAY-NORTH      ,02  TWO FAMILY HOMES                        ,1,6517,43,B3, 4717 BAY PARKWAY                          ,            ,11230,2,0,2,"5,252","3,204",1, B3 ,10/24/2012,"$370,000 ",1915
OCEAN PARKWAY-NORTH      ,02  TWO FAMILY HOMES                        ,1,6524,31,B1, 1148 EAST 2ND STREET                      ,            ,11230,2,0,2,"2,500","1,928",1, B1 ,5/9/2013,$0 ,1920
OCEAN PARKWAY-NORTH      ,02  TWO FAMILY HOMES                        ,1,6524,31,B1, 1148 EAST 2ND STREET                      ,            ,11230,2,0,2,"2,500","1,928",1, B1 ,3/6/2013,"$687,000 ",1920
